Class,latitude,longitude,Location,Guidance Value(Rs. per square meter.),Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8
1,13.01114589,77.60928219,Hebbal,44300,9659,10281,11677,12151,14691,16391,15457,45901
1,13.01114867,77.60900582,Hebbal,30000,9716,10465,11685,12309,14667,16524,15486,45896
1,13.01033567,77.60899731,Hebbal,15400,9782,10507,11806,12315,14687,16600,15641,45892
1,13.01034123,77.60844457,Hebbal,49730,9587,9995,11439,11706,13985,15175,14025,45865
1,13.01062057,77.6076183,Hebbal,48900,9453,9936,11270,11763,13920,15574,14412,45916
1,13.01060389,77.60927652,Hebbal,49500,9306,9819,11201,11559,13808,14745,13879,45755
1,12.94518205,77.59256681,Jayanagar,43400,9169,9722,11068,11368,13503,14632,13596,44815
1,12.94490829,77.59284031,Jayanagar,36500,9513,10086,11424,11669,13547,14758,14012,44824
1,12.94436629,77.5928347,Jayanagar,48900,9283,9855,11079,11398,13269,13989,12994,44541
1,12.94435254,77.59421621,Jayanagar,48900,9282,9858,11004,11329,13159,13803,12842,44460
1,12.9448973,77.59394551,Jayanagar,48900,8726,9367,10513,10687,14065,12826,11489,44892
1,12.94491104,77.59256401,Jayanagar,48900,9253,9846,11150,11615,13462,14838,13817,44743
1,12.94464004,77.5925612,Jayanagar,49730,9235,9802,11064,11519,13224,14571,13554,44621
1,12.94464554,77.5920086,Jayanagar,49730,8701,9057,10023,10047,11332,11995,11178,44413
1,12.9451848,77.59229051,Jayanagar,48900,9039,9537,10685,10923,12953,13672,12743,44681
1,12.94491654,77.5920114,Jayanagar,48820,8709,9092,10124,10171,11883,12322,11543,44502
1,12.9454558,77.59229331,Jayanagar,49730,9052,9652,10841,11107,12994,13954,12952,44749
1,12.94464004,77.5925612,Jayanagar,15400,9235,9802,11064,11519,13224,14571,13554,44621
1,12.94463179,77.59339011,Jayanagar,46800,9487,10126,11287,11513,13490,14743,13861,44757
1,12.94462629,77.59394271,Jayanagar,35000,9305,9879,11115,11397,13339,14413,13414,44765
1,13.00255439,77.60117698,MG Road,49730,14408,14596,16717,16535,19918,19817,17713,43613
1,12.94545855,77.59201701,Jayanagar,48900,9167,9599,10758,10873,12509,13678,12853,44595
1,12.94519029,77.5917379,Jayanagar,38100,8721,9080,10199,10162,11555,11896,11285,44519
1,12.94437728,77.5917295,Jayanagar,49500,8335,8655,9513,9328,10291,9907,9422,44139
1,12.94410903,77.5914504,Jayanagar,46800,8315,8633,9628,9446,10365,9931,9427,43997
1,12.94408704,77.5936608,Jayanagar,49500,9122,9571,10805,11028,13034,13677,12829,44405
1,12.94436629,77.5928347,Jayanagar,35000,9283,9855,11079,11398,13269,13989,12994,44541
1,13.01114033,77.60983493,Hebbal,38100,9143,9748,11113,11465,13919,15614,14378,45807
1,13.01086655,77.61010847,Hebbal,43400,9725,10175,11590,11857,14139,14757,14022,45817
1,13.01059277,77.610382,Hebbal,48820,9391,9804,11170,11350,13090,14195,13299,45829
1,13.01087211,77.60955573,Hebbal,46800,9231,9744,11221,11579,13466,14956,14119,45776
